transaction_id,customer_id,amount_ngn,channel,location_state,location_lga,device_fingerprint,timestamp,hour_of_day,day_of_week,is_fraud
5d2bb52c-4ae2-4d80-845b-2032a97031c7,CUS-01261,384.76,bank_transfer,Imo,Imo-Central,d70bafe3ceb6d5ee,2025-01-01 13:47:13,13,2,False
4bce621b-60fc-4878-a279-055546ffcb34,CUS-00101,587.56,bank_transfer,Enugu,Enugu North,0a2033d5ef1404b7,2025-01-01 13:48:06,13,2,False
8075cfd1-759e-447a-9591-6436f275b23a,CUS-01586,39397.47,bank_transfer,Edo,Oredo,ac26d5b5ca0ca689,2025-01-01 13:48:27,13,2,False
0341c81e-4be2-4f44-8d2d-573c02426d06,CUS-00799,3732.62,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 13:55:00,13,2,True
d8dae5ec-ffbf-4308-b30a-2bf9e3f98614,CUS-00723,54783.38,bank_transfer,Osun,Osun-Central,184b6168e7b760ac,2025-01-01 13:57:29,13,2,False
f81fa6be-fd53-43d3-9178-7a4f55bbc52f,CUS-00009,3571.16,bank_transfer,Edo,Egor,792f9fd82adeeeda,2025-01-01 14:14:24,14,2,False
9ef45ddc-2e80-493d-9317-a6f6de069e85,CUS-01240,85239.79,pos,Zamfara,Zamfara-Central,f5775cd8fefcfb0a,2025-01-01 14:21:31,14,2,False
ac75c65a-8811-43f3-ae9e-46f91823875b,CUS-00799,38393.78,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 14:25:00,14,2,True
27a74054-eca1-45d4-94a1-7658b8485163,CUS-00632,504389.67,pos,Abuja FCT,Municipal,76bdcde9144067f5,2025-01-01 14:25:40,14,2,False
6be5b429-8d5a-40e1-a32f-861ce07e7f11,CUS-00192,605002.25,mobile_money,Nassarawa,Nassarawa-Central,3be92bc242be1da2,2025-01-01 14:27:11,14,2,False
656081ba-4ad9-4f8e-ac53-8038e69381a7,CUS-01567,2975.52,mobile_money,Lagos,Lagos Mainland,30c29ebcbd60bd63,2025-01-01 14:27:30,14,2,False
75e9268d-e59d-46c0-b45a-8f89d04f98b9,CUS-01567,86303.8,mobile_money,Lagos,Surulere,30c29ebcbd60bd63,2025-01-01 14:31:33,14,2,False
ad4fe60d-345e-4637-9b81-a96f4ac44623,CUS-00698,99.25,bank_transfer,Lagos,Kosofe,5f2762a71ad1b9a9,2025-01-01 14:36:00,14,2,True
7fe8f8ea-1eab-47a2-a530-a310587ac9f3,CUS-00799,305.94,mobile_money,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 14:53:00,14,2,True
9f9c09b0-5830-45bb-bb00-dcf9a552fd58,CUS-00931,442.35,mobile_money,Bauchi,Bauchi-Central,378d1c4e280df576,2025-01-01 14:54:11,14,2,False
6bafab7b-cc1f-43ea-958c-48b3b7cc7155,CUS-00219,46235.58,pos,Borno,Borno-Central,ab7212d149ded51a,2025-01-01 15:07:07,15,2,False
b167dcab-e030-45cd-8639-3146a898fd51,CUS-00569,233.54,ussd,Kano,Dala,8a3912d9c4370463,2025-01-01 15:23:03,15,2,False
4db12842-5049-48ee-aaf1-4bd7fa3ddcaf,CUS-00837,906.33,pos,Rivers,Oyigbo,06cddace0190e17b,2025-01-01 15:23:12,15,2,False
7362eca8-26a1-4cf7-bf30-82c91dad1f1c,CUS-00299,48825.25,pos,Lagos,Agege,02392e49b7d24ef1,2025-01-01 15:30:25,15,2,False
ff1f9d1a-4b1e-45bd-be0c-b76c6b41a7e5,CUS-00698,22204.42,pos,Lagos,Ikorodu,5f2762a71ad1b9a9,2025-01-01 16:09:00,16,2,True
b5b6aba6-4f63-4ca7-a0b7-30082b3e24a1,CUS-01432,492.6,pos,Abuja FCT,Gwagwalada,93530302c2ac579f,2025-01-01 16:09:30,16,2,False
bd55456d-5fa4-45bc-a277-765414a8f0d2,CUS-00958,709889.26,pos,Lagos,Surulere,567a029e445837e0,2025-01-01 16:12:37,16,2,False
6dbe3e9b-cb08-448f-b7a9-18b4a9253179,CUS-01193,36520.32,pos,Enugu,Nsukka,0a7b88ee0f737985,2025-01-01 16:13:40,16,2,False
522369f7-5b09-430f-89fd-98b2da717ca9,CUS-01591,3565.0,pos,Ogun,Ogun-Central,05a03d83a10ae565,2025-01-01 16:23:24,16,2,False
dc28ec66-4ed4-489c-92b9-e24f95df5fcd,CUS-01040,373.13,pos,Oyo,Oyo East,e8144f079b7433da,2025-01-01 16:28:14,16,2,False
bf4b37d2-4e9f-4ade-9773-d5e2c508fe32,CUS-01932,122.23,bank_transfer,Oyo,Oyo East,1015c124c9b58be1,2025-01-01 16:33:33,16,2,False
ec73502c-55e2-45c7-83a8-76b60f1655b7,CUS-01958,80309.16,pos,Enugu,Nsukka,35d71c040875cc99,2025-01-01 16:44:00,16,2,False
bfd98c35-276d-468a-b4c3-2d1ec14107c4,CUS-01770,1982.59,ussd,Abuja FCT,Kuje,c27f86555385f66b,2025-01-01 16:45:23,16,2,False
fd569fe8-ea50-46f6-be0f-2a91f74ad1b5,CUS-00986,744884.77,pos,Anambra,Onitsha North,b35f0ea93c48677d,2025-01-01 16:45:55,16,2,False
eecd3bd5-af7f-48cf-aa08-655519cbfa8c,CUS-00698,18560.72,mobile_money,Lagos,Ikorodu,5f2762a71ad1b9a9,2025-01-01 16:46:00,16,2,True
902dc495-41c0-42d1-9c53-5ef3bf7627ca,CUS-01385,631.93,ussd,Kano,Kumbotso,14dc1e3604a87504,2025-01-01 16:46:19,16,2,False
8b4b69f8-eed6-45c8-9c67-eaef18d1a5c3,CUS-01416,2204.13,pos,Lagos,Ikorodu,ec384e46e51f1e64,2025-01-01 16:48:08,16,2,False
9bd8ebcf-6bea-4ed3-a50f-4d81b0455ffd,CUS-01956,913.6,ussd,Delta,Oshimili South,03426b6d08e1ad15,2025-01-01 16:49:07,16,2,False
f5e810ee-ca0c-44b7-a3df-f18c3e0f3fd1,CUS-00530,22048.5,mobile_money,Benue,Benue-Central,c87ff27a0ddd5155,2025-01-01 16:51:06,16,2,False
60dfb3f4-9f2f-4573-8deb-924365d43ab2,CUS-01547,123.41,bank_transfer,Oyo,Ogbomoso,a176096e4a99d9cf,2025-01-01 16:53:10,16,2,False
38f76222-0edb-453d-9c54-01de1219fdc0,CUS-00651,377.56,pos,Oyo,Ibadan South-West,08f9f05c9c55855c,2025-01-01 16:57:34,16,2,False
c2e89593-5a6f-45dc-96c8-107186466347,CUS-01369,383.56,ussd,Lagos,Alimosho,487afd3a4af3077a,2025-01-01 17:02:00,17,2,True
710d81e0-eade-4ca7-a90b-5d7ee314cdbd,CUS-00640,116.88,pos,Lagos,Alimosho,163d4591d5cbbc5e,2025-01-01 17:03:48,17,2,False
cd6d393c-906a-4421-a53f-2d8a2e982db0,CUS-00541,4905.39,mobile_money,Kaduna,Kaduna North,2d27eb65a141ea41,2025-01-01 17:08:03,17,2,False
0fef54e1-99d1-4c0a-b8b7-54bc90347ff4,CUS-01369,268.44,ussd,Lagos,Oshodi-Isolo,487afd3a4af3077a,2025-01-01 17:14:00,17,2,True
9102a352-cc2d-4410-b002-b69a1050049b,CUS-00347,8139.96,mobile_money,Lagos,Eti-Osa,e3b3f35a1024d9f0,2025-01-01 17:19:44,17,2,False
0b040b38-8acc-4d2a-99d5-993ef6c67f38,CUS-01660,1487.29,bank_transfer,Kaduna,Kaduna North,47d98a681f2232b5,2025-01-01 17:22:37,17,2,False
00b8bca9-8595-4df3-b173-ea81769a3a13,CUS-01369,339.75,mobile_money,Lagos,Kosofe,487afd3a4af3077a,2025-01-01 17:25:00,17,2,True
00d781d2-e5f2-496c-ad89-a9b588b1e732,CUS-00719,53.22,pos,Ondo,Ondo-Central,d7f45d58c22a3dfe,2025-01-01 17:26:37,17,2,False
b9499d00-c34b-4282-a02a-f2b49ce3aa20,CUS-01369,170.13,pos,Lagos,Ikeja,487afd3a4af3077a,2025-01-01 17:30:00,17,2,True
857532ae-c86a-48d4-87ce-56e84acb5de9,CUS-01369,167.93,mobile_money,Lagos,Lagos Mainland,487afd3a4af3077a,2025-01-01 17:30:00,17,2,True
ad43c782-8843-4c6c-8493-55e591d4d5a5,CUS-01754,3990.15,mobile_money,Ebonyi,Ebonyi-Central,75e5b9e76ea57df9,2025-01-01 17:31:16,17,2,False
c7497fe7-1cfb-4323-9b08-c402e7a1fff0,CUS-00131,337.85,pos,Lagos,Surulere,a998c56406964f82,2025-01-01 17:37:16,17,2,False
01ed6b28-d0d0-421e-84df-19b12d9e05a6,CUS-01369,458.36,mobile_money,Lagos,Surulere,487afd3a4af3077a,2025-01-01 17:42:00,17,2,True
fd93b755-8b48-4d7e-b2ff-4e719e2a72cd,CUS-01369,88.43,ussd,Lagos,Ikorodu,487afd3a4af3077a,2025-01-01 17:46:00,17,2,True
cc5fc608-b5b7-4e1c-bae3-3bec7bb62b44,CUS-01171,316.62,pos,Ekiti,Ekiti-Central,bc9b058bfcd65ff3,2025-01-01 17:51:13,17,2,False
2bd7cede-5ca8-4263-b6b7-9cfd2c976ee5,CUS-01369,56.74,pos,Lagos,Agege,487afd3a4af3077a,2025-01-01 17:52:00,17,2,True
c16a5a94-6aaa-4a31-acda-3a5cabb11f38,CUS-01955,3947.57,ussd,Yobe,Yobe-Central,d8a64296698dc0ac,2025-01-01 17:53:05,17,2,False
76193087-c995-473f-a3b6-2a3b73513641,CUS-01330,488.44,bank_transfer,Oyo,Oyo East,74e07eb1c05cc1ee,2025-01-01 17:59:44,17,2,False
70dd8fb8-c4f2-4212-92eb-56dc1b77eceb,CUS-00850,1623.95,mobile_money,Lagos,Oshodi-Isolo,e9094fbd4615343d,2025-01-01 18:09:41,18,2,False
3ab3c893-85bb-4da5-b109-b3227fd2a527,CUS-01766,361.27,bank_transfer,Osun,Osun-Central,95b4edf9a9a1eb6f,2025-01-01 18:17:35,18,2,False
1f5d83cf-d6d0-4b34-9a8d-ec5e15243d1f,CUS-00296,301209.47,mobile_money,Kwara,Kwara-Central,68d9bede91204ef9,2025-01-01 18:22:44,18,2,False
02a724c0-6613-4e4c-ae57-8c75cdcdb45e,CUS-00485,4655.58,bank_transfer,Nassarawa,Nassarawa-Central,a37c69cff4308eaa,2025-01-01 18:26:00,18,2,False
08e0f52a-9837-4984-b9a0-f2504b196d84,CUS-00073,4047.61,ussd,Benue,Benue-Central,0e306f57f0b24260,2025-01-01 18:29:08,18,2,False
2ccd4fc1-1d34-430d-9509-64e283ffab7d,CUS-00924,4384.09,pos,Rivers,Eleme,d494faa3deaae833,2025-01-01 18:33:58,18,2,False
0c8de18f-0fe8-4ffa-b8c5-b3beb6c4a4a8,CUS-00505,10003.97,pos,Lagos,Alimosho,d355a859cfb7d778,2025-01-01 18:42:51,18,2,False
df68aff0-0b2b-430a-8151-b3f20bd21b99,CUS-01119,451.98,pos,Lagos,Oshodi-Isolo,1d9dacbb234e6142,2025-01-01 18:43:42,18,2,False
d673bff1-50ad-4a69-a0b6-554b8c5662d3,CUS-00799,4095.62,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 18:46:00,18,2,True
af169ccd-51e8-4360-94e4-bb73a8cc01f5,CUS-01844,37978.12,pos,Jigawa,Jigawa-Central,1c72f4beb92ebf41,2025-01-01 18:58:05,18,2,False
ab12cac3-b867-4f3c-ac99-4eabdc042b25,CUS-00451,81.81,card,Oyo,Oyo East,85cb2f4667738787,2025-01-01 19:03:27,19,2,False
50077382-9d53-419d-bb91-25d1c1178bb5,CUS-00799,44706.54,bank_transfer,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 19:07:00,19,2,True
b2a2a672-15eb-483b-897a-7a682c6ef234,CUS-00698,800.04,pos,Lagos,Surulere,5f2762a71ad1b9a9,2025-01-01 19:08:00,19,2,True
7981dc93-b5ac-46e7-b625-1952354e7cdb,CUS-00698,437.4,pos,Lagos,Alimosho,5f2762a71ad1b9a9,2025-01-01 19:10:00,19,2,True
77d69d39-e003-4175-a8a4-4d01a2a76365,CUS-01344,72260.28,bank_transfer,Osun,Osun-Central,3b2ab3c41753e83d,2025-01-01 19:17:12,19,2,False
66f3941c-59fd-4b0e-8658-a8684dcd3543,CUS-00799,285.55,pos,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 19:28:00,19,2,True
c4b4ab68-e113-46ea-8fe5-2fa9a93417a5,CUS-01913,99462.7,pos,Rivers,Port-Harcourt,bdf92898e045a617,2025-01-01 19:45:29,19,2,False
5cfd1a2a-4f9a-4ea0-9d6a-2ad446e2754a,CUS-01139,4414.37,mobile_money,Kaduna,Kaduna North,13916b9e716e5198,2025-01-01 19:51:01,19,2,False
701cd740-6986-4bfd-bda7-a2f736e9b1b3,CUS-01896,98993.82,pos,Kaduna,Zaria,6c0c831c8a5b6324,2025-01-01 20:00:27,20,2,False
d3232aa1-a776-49cb-8961-c7ec007f3602,CUS-01158,585.22,mobile_money,Zamfara,Zamfara-Central,5f375fa4790e96f4,2025-01-01 20:07:12,20,2,False
c21cdd6c-3071-40a9-a934-060ae83d4ebb,CUS-00687,1479.06,bank_transfer,Kano,Kumbotso,861f932bcda67d65,2025-01-01 20:09:32,20,2,False
2ec03c4a-975c-424c-9b76-3cc64ba1527c,CUS-00774,171.54,bank_transfer,Imo,Imo-Central,0cb0597db7a27c83,2025-01-01 20:16:15,20,2,False
04a3eb07-c5bf-40c7-a7d8-153d5b17ff45,CUS-01067,4381.59,card,Lagos,Kosofe,a6477d2c79391ff0,2025-01-01 20:18:55,20,2,False
4d692cc7-2652-4b66-a085-14abeafb0086,CUS-00138,1119.82,pos,Rivers,Port-Harcourt,f79e2765a2b6dbad,2025-01-01 20:22:50,20,2,False
e5faa63b-ecd2-4c71-9038-887dd14ac41f,CUS-01725,90334.08,pos,Lagos,Surulere,4229e96a8075ad7f,2025-01-01 20:27:00,20,2,False
dd5d66fe-779e-47ad-b50f-b19f359440ee,CUS-00799,355141.56,bank_transfer,Adamawa,Adamawa-Central,9770e4eba99b57b6,2025-01-01 20:28:00,20,2,True
42e5a271-18ac-48c5-80b9-6ffb7cc1ccd4,CUS-00777,39497.23,pos,Ondo,Ondo-Central,51d6d7cec988fd85,2025-01-01 20:29:08,20,2,False
bddc6deb-0c8d-49bd-8a03-0ba772b475d8,CUS-01776,18604.78,mobile_money,Anambra,Onitsha North,7c36fdafee67b187,2025-01-01 20:30:22,20,2,False
9bacab51-b23a-45e5-8915-52f4b17694b5,CUS-00577,4905.48,bank_transfer,Yobe,Yobe-Central,df62100e4e6a9cf9,2025-01-01 20:35:55,20,2,False
46a7906c-674a-4742-906f-45edb0b4d86e,CUS-01307,218649.85,pos,Benue,Benue-Central,c90d2da9eb6efbf6,2025-01-01 20:53:17,20,2,False
6d812081-7e36-4a5b-8887-f8e8c98bb466,CUS-00029,32864.87,mobile_money,Lagos,Ikeja,a05457497b410a44,2025-01-01 20:54:33,20,2,False
f00c1f1b-5023-4cd9-8a52-ed68083a3434,CUS-00827,419.53,pos,Kano,Fagge,fa17bea891abed61,2025-01-01 21:07:33,21,2,False
70d3c5c2-5b4b-4c20-97b8-58d29e808641,CUS-00627,64330.03,bank_transfer,Osun,Osun-Central,2034da5b87c1b3dd,2025-01-01 21:17:41,21,2,False
